Time,Temperature(C),Humidity(%),Light(lux),Behavior
2025-04-08 08:50,25.4,53.1,1971,Eating
2025-04-08 09:00,27.8,59.8,2403,Grooming
2025-04-08 09:10,28.7,59.9,1330,Eating
2025-04-08 09:20,26.8,52.2,1614,Eating
2025-04-08 09:30,27.9,65.4,963,Eating
2025-04-08 09:40,27.3,59.1,2019,Grooming
2025-04-08 09:50,26.3,61.7,1403,Eating
2025-04-08 10:00,25.7,51.7,1267,Grooming
2025-04-08 10:10,26.1,63.7,1378,Running
2025-04-08 10:20,25.1,62.8,1533,Eating
2025-04-08 10:30,30.6,65.5,1083,Idle
2025-04-08 10:40,28.6,57.4,822,Grooming
2025-04-08 10:50,29.5,59.7,2044,Idle
2025-04-08 11:00,28.2,56.6,1326,Running
2025-04-08 11:10,29.1,64.1,1201,Running
2025-04-08 11:20,29.4,59.5,1710,Running
2025-04-08 11:30,30.4,54.4,848,Idle
2025-04-08 11:40,26.9,60.9,2089,Grooming
2025-04-08 11:50,25.0,58.6,700,Idle
2025-04-08 12:00,29.4,66.1,1843,Idle
2025-04-08 12:10,25.9,62.3,1927,Grooming
2025-04-08 12:20,29.1,54.0,700,Eating
2025-04-08 12:30,25.7,59.4,1250,Eating
2025-04-08 12:40,25.8,67.4,1682,Eating
2025-04-08 12:50,27.8,54.6,1411,Grooming
2025-04-08 13:00,29.2,51.1,1429,Grooming
2025-04-08 13:10,26.9,61.9,700,Idle
2025-04-08 13:20,26.2,63.1,700,Idle
2025-04-08 13:30,30.0,58.6,1198,Running
2025-04-08 13:40,31.0,60.6,2633,Idle
2025-04-08 13:50,27.3,58.1,1737,Running
2025-04-08 14:00,29.7,52.7,2088,Idle
2025-04-08 14:10,30.2,60.3,934,Eating
2025-04-08 14:20,28.9,65.1,1200,Idle
2025-04-08 14:30,28.5,63.5,700,Idle
2025-04-08 14:40,30.2,59.8,1155,Idle
2025-04-08 14:50,28.2,64.0,1625,Running
2025-04-08 15:00,30.6,61.6,1792,Grooming
2025-04-08 15:10,30.1,63.6,2546,Idle
2025-04-08 15:20,30.4,61.4,2700,Idle
2025-04-08 15:30,29.2,52.8,1596,Idle
2025-04-08 15:40,27.0,62.8,2700,Idle
2025-04-08 15:50,25.2,68.3,2040,Eating
2025-04-08 16:00,32.2,61.1,1257,Eating
2025-04-08 16:10,27.6,61.2,2231,Grooming
2025-04-08 16:20,28.4,61.3,1466,Running
2025-04-08 16:30,28.2,58.6,1885,Running
2025-04-08 16:40,27.7,56.4,1300,Running
2025-04-08 16:50,29.0,64.9,1442,Running
2025-04-08 17:00,30.4,61.3,2273,Running
2025-04-08 17:10,29.6,55.3,1908,Running
2025-04-08 17:20,28.7,64.8,1638,Running
2025-04-08 17:30,32.5,61.8,2030,Running
2025-04-08 17:40,32.3,60.0,2131,Running
2025-04-08 17:50,26.2,62.0,1466,Running
2025-04-08 18:00,27.4,56.9,2557,Eating
2025-04-08 18:10,25.7,53.7,1956,Eating
2025-04-08 18:20,27.1,62.9,979,Eating
2025-04-08 18:30,27.1,62.6,989,Running
2025-04-08 18:40,28.8,63.8,2209,Eating
2025-04-08 18:50,25.4,58.2,1718,Eating
2025-04-08 19:00,29.4,61.6,1149,Running
2025-04-08 19:10,25.8,61.6,1376,Running
2025-04-08 19:20,25.5,60.9,1435,Running
2025-04-08 19:30,29.4,61.1,1647,Running
2025-04-08 19:40,28.0,59.7,801,Running
2025-04-08 19:50,27.3,57.8,1512,Running
2025-04-08 20:00,25.0,64.3,1510,Running
2025-04-08 20:10,27.1,58.4,2700,Running
2025-04-08 20:20,31.5,59.6,1218,Eating
2025-04-08 20:30,27.4,65.7,1482,Running
2025-04-08 20:40,26.6,70.0,1787,Eating
2025-04-08 20:50,25.0,51.7,1548,Running
2025-04-08 21:00,25.9,58.4,1132,Grooming
2025-04-08 21:10,26.9,63.3,1578,Sleeping
2025-04-08 21:20,28.6,59.4,1595,Sleeping
2025-04-08 21:30,27.9,56.4,1399,Sleeping
2025-04-08 21:40,28.6,65.3,1338,Grooming
2025-04-08 21:50,28.1,59.4,1645,Sleeping
2025-04-08 22:00,25.0,62.4,1106,Sleeping
2025-04-08 22:10,27.0,62.6,2359,Sleeping
2025-04-08 22:20,29.4,68.4,1635,Sleeping
2025-04-08 22:30,30.0,59.6,1782,Sleeping
2025-04-08 22:40,27.1,52.5,1546,Grooming
2025-04-08 22:50,27.1,63.2,1761,Sleeping
2025-04-08 23:00,30.2,68.3,1489,Sleeping
2025-04-08 23:10,32.0,60.1,1856,Sleeping
2025-04-08 23:20,28.8,61.3,2420,Grooming
2025-04-08 23:30,25.6,58.5,1447,Sleeping
2025-04-08 23:40,26.5,59.5,1376,Sleeping
2025-04-08 23:50,29.0,59.4,700,Sleeping
2025-04-09 00:00,27.6,62.0,1907,Sleeping
2025-04-09 00:10,27.8,63.4,1725,Sleeping
2025-04-09 00:20,27.0,62.2,700,Idle
2025-04-09 00:30,28.1,61.2,1498,Sleeping
2025-04-09 00:40,29.6,53.3,2700,Idle
2025-04-09 00:50,28.0,61.2,1848,Sleeping
2025-04-09 01:00,29.9,55.6,1061,Sleeping
2025-04-09 01:10,26.9,54.0,2467,Sleeping
2025-04-09 01:20,26.6,66.4,1347,Idle
2025-04-09 01:30,30.2,59.4,1888,Sleeping
2025-04-09 01:40,29.3,59.8,1203,Sleeping
2025-04-09 01:50,27.7,61.7,1762,Sleeping
2025-04-09 02:00,29.1,62.4,1339,Sleeping
2025-04-09 02:10,28.8,61.4,1737,Sleeping
2025-04-09 02:20,25.0,60.1,1777,Grooming
2025-04-09 02:30,29.0,58.7,2266,Idle
2025-04-09 02:40,29.0,59.1,1734,Sleeping
2025-04-09 02:50,27.5,65.6,1545,Grooming
2025-04-09 03:00,27.6,68.8,1298,Sleeping
2025-04-09 03:10,25.8,58.6,1050,Idle
2025-04-09 03:20,28.8,57.4,1884,Sleeping
2025-04-09 03:30,28.2,62.1,959,Grooming
2025-04-09 03:40,31.1,62.6,1729,Idle
2025-04-09 03:50,31.2,64.4,1905,Grooming
2025-04-09 04:00,27.0,62.9,2148,Idle
2025-04-09 04:10,27.5,65.1,1473,Grooming
2025-04-09 04:20,29.0,55.3,1549,Sleeping
2025-04-09 04:30,28.9,58.7,1274,Sleeping
2025-04-09 04:40,26.8,61.0,2610,Grooming
2025-04-09 04:50,29.2,60.4,1216,Sleeping
2025-04-09 05:00,27.4,60.1,1191,Sleeping
2025-04-09 05:10,25.5,65.3,1510,Sleeping
2025-04-09 05:20,27.6,58.4,1895,Sleeping
2025-04-09 05:30,26.7,64.5,1876,Sleeping
2025-04-09 05:40,28.5,57.6,950,Grooming
2025-04-09 05:50,27.9,58.7,1452,Sleeping
2025-04-09 06:00,27.2,56.0,1212,Eating
2025-04-09 06:10,28.4,57.6,1680,Eating
2025-04-09 06:20,26.1,65.2,2355,Eating
2025-04-09 06:30,25.0,58.2,1567,Grooming
2025-04-09 06:40,30.0,58.8,1304,Eating
2025-04-09 06:50,25.0,66.0,1128,Eating
2025-04-09 07:00,31.7,66.2,1912,Grooming
2025-04-09 07:10,26.9,60.7,1649,Eating
2025-04-09 07:20,28.2,60.5,1132,Eating
2025-04-09 07:30,28.7,63.4,1375,Eating
2025-04-09 07:40,27.4,60.6,1057,Eating
2025-04-09 07:50,26.1,57.3,1763,Eating
2025-04-09 08:00,28.0,62.9,1942,Eating
2025-04-09 08:10,29.1,61.7,1174,Eating
2025-04-09 08:20,27.3,56.6,1017,Eating
2025-04-09 08:30,29.5,60.7,1185,Eating
2025-04-09 08:40,26.7,59.9,1622,Eating
2025-04-09 08:50,32.5,57.4,1353,Grooming
2025-04-09 09:00,28.8,55.6,1690,Eating
2025-04-09 09:10,29.1,57.4,1212,Eating
2025-04-09 09:20,30.5,61.9,1901,Eating
2025-04-09 09:30,29.3,59.2,1308,Eating
2025-04-09 09:40,26.7,63.6,1579,Eating
2025-04-09 09:50,26.5,55.8,2157,Eating
2025-04-09 10:00,28.8,57.6,1381,Running
2025-04-09 10:10,30.9,60.8,2221,Idle
2025-04-09 10:20,32.4,54.1,2281,Grooming
2025-04-09 10:30,31.2,60.5,1635,Idle
2025-04-09 10:40,25.0,63.5,1140,Idle
2025-04-09 10:50,26.7,68.9,1436,Grooming
2025-04-09 11:00,27.4,57.1,1279,Running
2025-04-09 11:10,30.6,63.6,2068,Idle
2025-04-09 11:20,29.8,51.9,1102,Grooming
2025-04-09 11:30,26.7,54.0,2570,Idle
2025-04-09 11:40,29.4,63.3,1529,Running
2025-04-09 11:50,28.2,50.0,1935,Idle
2025-04-09 12:00,28.2,62.7,2055,Idle
2025-04-09 12:10,27.5,55.9,1341,Running
2025-04-09 12:20,28.0,53.7,1028,Idle
2025-04-09 12:30,29.9,51.6,2149,Grooming
2025-04-09 12:40,25.9,66.3,1912,Grooming
2025-04-09 12:50,30.5,60.0,2056,Idle
2025-04-09 13:00,28.8,53.9,1485,Eating
2025-04-09 13:10,25.5,63.2,1223,Grooming
2025-04-09 13:20,28.7,59.9,1758,Running
2025-04-09 13:30,26.8,64.1,1436,Running
2025-04-09 13:40,29.1,56.8,1805,Running
2025-04-09 13:50,28.0,53.4,1295,Idle
2025-04-09 14:00,26.0,55.6,1304,Running
2025-04-09 14:10,29.3,59.7,1607,Running
2025-04-09 14:20,25.0,62.3,1019,Grooming
2025-04-09 14:30,28.5,69.3,2046,Eating
2025-04-09 14:40,29.6,59.3,1445,Running
2025-04-09 14:50,26.6,61.4,2574,Grooming
2025-04-09 15:00,28.7,67.4,1278,Grooming
2025-04-09 15:10,27.4,63.3,2228,Eating
2025-04-09 15:20,27.7,61.2,1900,Running
2025-04-09 15:30,28.4,58.0,2386,Grooming
2025-04-09 15:40,28.9,59.9,994,Idle
2025-04-09 15:50,25.0,65.1,1114,Eating
2025-04-09 16:00,25.0,61.9,1288,Idle
2025-04-09 16:10,30.6,63.2,1938,Eating
2025-04-09 16:20,25.0,68.6,1368,Grooming
2025-04-09 16:30,30.1,68.2,1526,Idle
2025-04-09 16:40,27.1,59.0,1162,Running
2025-04-09 16:50,28.0,55.4,2643,Eating
2025-04-09 17:00,30.3,61.9,913,Running
2025-04-09 17:10,30.5,56.5,1415,Running
2025-04-09 17:20,25.2,59.3,1969,Eating
2025-04-09 17:30,28.4,65.7,1430,Eating
2025-04-09 17:40,26.7,60.6,700,Eating
2025-04-09 17:50,28.1,59.4,1200,Running
2025-04-09 18:00,29.7,64.2,1769,Running
2025-04-09 18:10,26.8,57.5,1455,Running
2025-04-09 18:20,28.2,60.2,1327,Running
2025-04-09 18:30,28.4,65.9,1790,Running
2025-04-09 18:40,27.1,50.7,1810,Eating
2025-04-09 18:50,31.5,65.4,1254,Eating
2025-04-09 19:00,30.0,55.8,1913,Running
2025-04-09 19:10,28.9,63.1,1489,Running
2025-04-09 19:20,30.4,62.0,2156,Eating
2025-04-09 19:30,26.9,59.0,1099,Running
2025-04-09 19:40,28.1,59.3,1294,Running
2025-04-09 19:50,28.5,58.4,1782,Running
2025-04-09 20:00,29.9,59.7,1141,Running
2025-04-09 20:10,29.7,58.8,1176,Running
2025-04-09 20:20,27.9,65.5,2217,Eating
2025-04-09 20:30,27.6,61.5,1551,Running
2025-04-09 20:40,28.1,64.8,1176,Running
2025-04-09 20:50,27.6,60.1,1814,Running
2025-04-09 21:00,28.9,61.1,1626,Sleeping
2025-04-09 21:10,27.3,56.6,1195,Sleeping
2025-04-09 21:20,25.0,53.8,2171,Sleeping
2025-04-09 21:30,29.5,63.2,841,Grooming
2025-04-09 21:40,29.1,52.1,1692,Idle
2025-04-09 21:50,27.5,64.9,1846,Sleeping
2025-04-09 22:00,28.5,53.4,1488,Sleeping
2025-04-09 22:10,28.5,55.3,2185,Idle
2025-04-09 22:20,30.5,63.8,2403,Sleeping
2025-04-09 22:30,29.9,68.0,1757,Grooming
2025-04-09 22:40,27.5,61.6,2460,Idle
2025-04-09 22:50,29.6,62.9,971,Sleeping
2025-04-09 23:00,29.8,64.7,1725,Sleeping
2025-04-09 23:10,26.7,62.9,1025,Sleeping
2025-04-09 23:20,29.4,53.5,1014,Idle
2025-04-09 23:30,26.1,63.9,1441,Sleeping
2025-04-09 23:40,25.6,65.5,1891,Grooming
2025-04-09 23:50,29.1,59.5,1989,Sleeping
2025-04-10 00:00,27.3,58.1,2233,Idle
2025-04-10 00:10,28.1,53.5,1811,Idle
2025-04-10 00:20,30.6,56.6,1578,Idle
2025-04-10 00:30,29.4,55.8,1761,Sleeping
2025-04-10 00:40,31.2,60.3,1752,Idle
2025-04-10 00:50,31.5,60.8,1790,Grooming
2025-04-10 01:00,27.4,68.3,892,Grooming
2025-04-10 01:10,26.4,58.4,1301,Sleeping
2025-04-10 01:20,25.6,57.6,2197,Idle
2025-04-10 01:30,25.8,54.6,1836,Idle
2025-04-10 01:40,31.7,60.7,1690,Grooming
2025-04-10 01:50,28.6,64.4,2319,Grooming
2025-04-10 02:00,27.4,60.0,1541,Sleeping
2025-04-10 02:10,28.3,60.2,2252,Idle
2025-04-10 02:20,30.9,61.4,1762,Grooming
2025-04-10 02:30,25.7,54.4,1358,Idle
2025-04-10 02:40,32.3,58.3,1264,Grooming
2025-04-10 02:50,26.3,64.7,1555,Sleeping
2025-04-10 03:00,28.7,67.3,1912,Idle
2025-04-10 03:10,25.0,59.1,850,Grooming
2025-04-10 03:20,29.3,66.9,1606,Sleeping
2025-04-10 03:30,29.9,59.7,1765,Sleeping
2025-04-10 03:40,25.4,62.5,1356,Sleeping
2025-04-10 03:50,25.2,59.1,1640,Idle
2025-04-10 04:00,30.8,57.4,2180,Grooming
2025-04-10 04:10,26.7,57.7,1020,Sleeping
2025-04-10 04:20,28.1,52.1,1866,Grooming
2025-04-10 04:30,26.4,58.3,1740,Sleeping
2025-04-10 04:40,27.8,59.8,1545,Sleeping
2025-04-10 04:50,26.4,57.8,1400,Sleeping
2025-04-10 05:00,25.0,61.8,2245,Idle
2025-04-10 05:10,25.0,57.9,1242,Sleeping
2025-04-10 05:20,28.5,61.6,2054,Sleeping
2025-04-10 05:30,28.8,58.0,1913,Sleeping
2025-04-10 05:40,27.9,58.9,1661,Sleeping
2025-04-10 05:50,26.9,61.6,1699,Sleeping
2025-04-10 06:00,29.2,55.4,1601,Eating
2025-04-10 06:10,27.5,54.1,1786,Eating
2025-04-10 06:20,26.7,55.5,1916,Eating
2025-04-10 06:30,28.6,66.1,1894,Grooming
2025-04-10 06:40,30.0,57.7,2028,Grooming
2025-04-10 06:50,28.8,57.5,1438,Eating
2025-04-10 07:00,29.1,61.5,700,Eating
2025-04-10 07:10,25.2,57.6,1633,Grooming
2025-04-10 07:20,25.1,56.1,2015,Eating
2025-04-10 07:30,29.2,57.1,1588,Eating
2025-04-10 07:40,29.3,51.9,2358,Grooming
2025-04-10 07:50,26.6,58.8,709,Grooming
2025-04-10 08:00,25.0,55.6,1207,Eating
2025-04-10 08:10,29.9,63.4,1524,Eating
2025-04-10 08:20,28.4,62.7,1477,Eating
2025-04-10 08:30,29.6,59.0,1805,Eating
2025-04-10 08:40,25.0,57.6,1775,Eating
2025-04-10 08:50,29.5,64.7,2069,Eating
2025-04-10 09:00,27.8,57.3,1052,Eating
2025-04-10 09:10,28.5,63.4,1243,Eating
2025-04-10 09:20,27.3,51.8,936,Eating
2025-04-10 09:30,28.2,57.1,2598,Eating
2025-04-10 09:40,26.1,62.0,1198,Eating
2025-04-10 09:50,31.8,63.3,1952,Grooming
2025-04-10 10:00,26.9,61.1,2504,Eating
2025-04-10 10:10,26.1,63.5,2029,Grooming
2025-04-10 10:20,26.6,65.5,1385,Idle
2025-04-10 10:30,30.3,60.9,2466,Eating
2025-04-10 10:40,29.7,56.9,1497,Running
2025-04-10 10:50,27.3,56.3,1511,Running
2025-04-10 11:00,31.3,61.5,2660,Eating
2025-04-10 11:10,27.7,55.4,2062,Idle
2025-04-10 11:20,30.9,57.9,1178,Eating
2025-04-10 11:30,30.9,59.0,1141,Grooming
2025-04-10 11:40,28.6,57.0,1354,Running
2025-04-10 11:50,26.4,61.3,1913,Running
2025-04-10 12:00,25.0,55.7,1644,Eating
2025-04-10 12:10,28.9,60.0,2356,Grooming
2025-04-10 12:20,31.2,61.0,2367,Grooming
2025-04-10 12:30,25.0,61.7,1848,Idle
2025-04-10 12:40,27.9,61.8,1331,Running
2025-04-10 12:50,29.6,58.2,1950,Running
2025-04-10 13:00,27.3,61.4,1644,Running
2025-04-10 13:10,30.1,60.5,2217,Idle
2025-04-10 13:20,25.4,54.7,2429,Eating
2025-04-10 13:30,28.4,58.2,1961,Running
2025-04-10 13:40,25.2,57.0,1908,Grooming
2025-04-10 13:50,25.0,54.8,1413,Eating
2025-04-10 14:00,26.7,59.3,1762,Running
2025-04-10 14:10,27.6,64.0,1620,Running
2025-04-10 14:20,26.7,57.0,1210,Running
2025-04-10 14:30,27.3,58.8,1579,Running
2025-04-10 14:40,28.6,62.7,1230,Running
2025-04-10 14:50,29.0,63.8,1158,Running
2025-04-10 15:00,32.2,64.4,1804,Eating
2025-04-10 15:10,25.0,66.6,1176,Grooming
2025-04-10 15:20,25.0,68.7,1206,Idle
2025-04-10 15:30,27.9,50.0,1746,Eating
2025-04-10 15:40,30.2,57.8,978,Idle
2025-04-10 15:50,29.6,57.5,2002,Idle
2025-04-10 16:00,28.9,66.3,998,Eating
2025-04-10 16:10,29.0,60.8,1497,Running
2025-04-10 16:20,29.4,56.4,1810,Running
2025-04-10 16:30,29.1,61.1,1861,Running
2025-04-10 16:40,28.0,66.0,2300,Idle
2025-04-10 16:50,25.8,59.2,1654,Grooming
2025-04-10 17:00,31.3,62.0,1147,Running
2025-04-10 17:10,27.5,60.2,1274,Running
2025-04-10 17:20,25.7,62.1,1920,Eating
2025-04-10 17:30,26.6,62.4,1949,Running
2025-04-10 17:40,30.6,57.8,1679,Eating
2025-04-10 17:50,30.3,66.0,1616,Running
2025-04-10 18:00,26.9,57.8,1113,Running
2025-04-10 18:10,30.0,56.1,2622,Running
2025-04-10 18:20,29.5,57.3,1329,Running
2025-04-10 18:30,32.7,64.1,2562,Running
2025-04-10 18:40,25.0,55.3,1809,Running
2025-04-10 18:50,25.0,58.5,1429,Eating
2025-04-10 19:00,28.1,70.0,1312,Running
2025-04-10 19:10,27.2,56.8,1497,Running
2025-04-10 19:20,30.9,58.3,2204,Running
2025-04-10 19:30,28.8,61.7,1271,Running
2025-04-10 19:40,29.7,54.8,1719,Running
2025-04-10 19:50,27.5,61.1,1541,Running
2025-04-10 20:00,28.2,63.8,1342,Running
2025-04-10 20:10,31.1,60.7,2544,Running
2025-04-10 20:20,26.3,62.7,2700,Running
2025-04-10 20:30,27.9,55.1,1895,Running
2025-04-10 20:40,25.8,60.3,2657,Eating
2025-04-10 20:50,30.8,58.8,1585,Eating
2025-04-10 21:00,30.0,62.7,1716,Sleeping
2025-04-10 21:10,31.8,66.3,1499,Idle
2025-04-10 21:20,30.6,59.2,1721,Grooming
2025-04-10 21:30,26.8,59.0,998,Sleeping
2025-04-10 21:40,26.1,69.1,1758,Idle
2025-04-10 21:50,29.3,62.3,1725,Sleeping
2025-04-10 22:00,29.7,55.7,2094,Idle
2025-04-10 22:10,27.7,53.4,1837,Idle
2025-04-10 22:20,28.3,56.7,1507,Sleeping
2025-04-10 22:30,27.1,62.3,765,Sleeping
2025-04-10 22:40,31.3,60.9,1282,Idle
2025-04-10 22:50,27.5,52.1,1689,Grooming
2025-04-10 23:00,27.7,61.4,1009,Sleeping
2025-04-10 23:10,31.7,61.7,2546,Sleeping
2025-04-10 23:20,30.3,65.0,2278,Sleeping
2025-04-10 23:30,28.9,60.5,1053,Sleeping
2025-04-10 23:40,28.2,55.9,1596,Sleeping
2025-04-10 23:50,27.4,65.9,1397,Grooming
2025-04-11 00:00,26.7,66.3,1206,Idle
2025-04-11 00:10,28.3,68.4,1528,Idle
2025-04-11 00:20,25.1,59.1,1411,Grooming
2025-04-11 00:30,33.0,61.2,960,Sleeping
2025-04-11 00:40,29.6,64.0,1244,Sleeping
2025-04-11 00:50,30.4,61.5,1918,Grooming
2025-04-11 01:00,25.9,57.4,1749,Grooming
2025-04-11 01:10,28.0,63.0,1846,Sleeping
2025-04-11 01:20,31.8,61.7,1712,Grooming
2025-04-11 01:30,31.0,54.1,2215,Sleeping
2025-04-11 01:40,26.0,58.9,1683,Sleeping
2025-04-11 01:50,28.9,64.3,1652,Sleeping
2025-04-11 02:00,27.6,62.8,2078,Grooming
2025-04-11 02:10,31.8,60.5,2105,Idle
2025-04-11 02:20,29.9,61.0,2107,Sleeping
2025-04-11 02:30,30.3,58.8,2463,Grooming
2025-04-11 02:40,26.3,60.3,1257,Sleeping
2025-04-11 02:50,25.0,64.1,1608,Sleeping
2025-04-11 03:00,33.0,55.3,2598,Sleeping
2025-04-11 03:10,26.1,59.2,1270,Sleeping
2025-04-11 03:20,27.2,66.5,1614,Idle
2025-04-11 03:30,29.0,59.2,1352,Sleeping
2025-04-11 03:40,26.5,56.9,1229,Sleeping
2025-04-11 03:50,26.8,61.2,1550,Sleeping
2025-04-11 04:00,27.1,58.2,2259,Sleeping
2025-04-11 04:10,28.8,59.0,1727,Sleeping
2025-04-11 04:20,31.7,54.7,1374,Idle
2025-04-11 04:30,26.7,53.2,1594,Grooming
2025-04-11 04:40,28.8,59.3,1146,Sleeping
2025-04-11 04:50,25.0,62.8,1068,Sleeping
2025-04-11 05:00,26.3,55.5,1917,Sleeping
2025-04-11 05:10,29.4,59.7,1632,Sleeping
2025-04-11 05:20,27.9,58.7,1296,Sleeping
2025-04-11 05:30,25.0,59.6,1711,Idle
2025-04-11 05:40,25.7,59.7,2130,Idle
2025-04-11 05:50,26.9,57.8,2334,Idle
2025-04-11 06:00,25.3,54.2,2001,Eating
2025-04-11 06:10,28.8,59.9,2088,Grooming
2025-04-11 06:20,26.9,62.3,1512,Eating
2025-04-11 06:30,27.4,63.4,2196,Grooming
2025-04-11 06:40,28.9,60.6,1129,Eating
2025-04-11 06:50,30.3,67.2,797,Eating
2025-04-11 07:00,30.6,60.5,1874,Eating
2025-04-11 07:10,27.7,55.8,1773,Eating
2025-04-11 07:20,27.9,61.1,1558,Eating
2025-04-11 07:30,28.4,60.7,1343,Eating
2025-04-11 07:40,27.6,56.7,1035,Eating
2025-04-11 07:50,29.6,62.4,1672,Eating
2025-04-11 08:00,28.2,60.4,960,Grooming
2025-04-11 08:10,27.3,63.1,2559,Eating
2025-04-11 08:20,28.6,59.3,1454,Eating
2025-04-11 08:30,27.7,61.9,700,Grooming
2025-04-11 08:40,28.4,59.3,1723,Eating
2025-04-11 08:50,26.4,53.5,2313,Grooming
2025-04-11 09:00,26.1,62.4,1756,Eating
2025-04-11 09:10,30.5,64.4,1688,Grooming
2025-04-11 09:20,25.0,56.6,1756,Eating
2025-04-11 09:30,32.7,61.7,700,Eating
2025-04-11 09:40,28.0,62.4,741,Eating
2025-04-11 09:50,26.4,60.1,700,Eating
2025-04-11 10:00,26.5,57.3,2232,Idle
2025-04-11 10:10,25.8,65.9,943,Idle
2025-04-11 10:20,25.0,59.3,1409,Grooming
2025-04-11 10:30,27.8,62.0,2700,Idle
2025-04-11 10:40,29.7,64.8,1221,Running
2025-04-11 10:50,25.7,63.1,1651,Idle
2025-04-11 11:00,30.3,59.3,2219,Grooming
2025-04-11 11:10,27.1,58.1,2357,Idle
2025-04-11 11:20,27.1,60.1,1297,Running
2025-04-11 11:30,25.1,67.8,1930,Grooming
2025-04-11 11:40,29.0,65.8,2580,Idle
2025-04-11 11:50,26.3,53.0,1879,Eating
2025-04-11 12:00,25.0,63.5,2155,Idle
2025-04-11 12:10,27.9,56.2,2063,Eating
2025-04-11 12:20,27.5,66.2,1377,Grooming
2025-04-11 12:30,25.3,60.6,2283,Idle
2025-04-11 12:40,27.7,59.9,2302,Grooming
2025-04-11 12:50,26.2,61.4,2367,Idle
2025-04-11 13:00,29.0,60.8,1681,Running
2025-04-11 13:10,30.8,60.4,2029,Grooming
2025-04-11 13:20,27.6,65.3,2013,Eating
2025-04-11 13:30,28.2,58.5,1967,Running
2025-04-11 13:40,30.8,62.2,2030,Idle
2025-04-11 13:50,29.9,61.6,2191,Grooming
2025-04-11 14:00,29.9,70.0,966,Grooming
2025-04-11 14:10,29.4,63.7,1515,Running
2025-04-11 14:20,27.0,58.6,1858,Running
2025-04-11 14:30,28.3,60.2,1728,Running
2025-04-11 14:40,30.7,64.7,2029,Idle
2025-04-11 14:50,27.0,61.7,1892,Running
2025-04-11 15:00,32.9,58.1,765,Grooming
2025-04-11 15:10,25.0,61.1,2700,Eating
2025-04-11 15:20,25.1,57.6,1425,Eating
2025-04-11 15:30,29.5,54.4,2105,Idle
2025-04-11 15:40,27.4,55.5,2018,Idle
2025-04-11 15:50,31.1,62.5,1217,Eating
2025-04-11 16:00,29.8,55.2,1313,Running
2025-04-11 16:10,30.3,56.2,2139,Eating
2025-04-11 16:20,28.3,64.6,1707,Running
2025-04-11 16:30,25.0,60.0,1385,Idle
2025-04-11 16:40,29.5,62.7,2154,Idle
2025-04-11 16:50,27.9,63.4,1277,Running
2025-04-11 17:00,25.4,55.8,700,Eating
2025-04-11 17:10,27.8,56.4,1757,Running
2025-04-11 17:20,30.5,61.5,2445,Running
2025-04-11 17:30,30.3,60.0,1634,Running
2025-04-11 17:40,25.5,56.7,1504,Eating
2025-04-11 17:50,29.5,63.9,2164,Eating
2025-04-11 18:00,25.0,63.0,911,Eating
2025-04-11 18:10,29.1,57.8,1931,Running
2025-04-11 18:20,31.6,67.3,1706,Running
2025-04-11 18:30,26.5,57.6,700,Eating
2025-04-11 18:40,26.2,58.7,1134,Running
2025-04-11 18:50,25.0,68.3,700,Eating
2025-04-11 19:00,26.5,56.0,1499,Running
2025-04-11 19:10,29.5,59.0,2221,Running
2025-04-11 19:20,27.2,58.5,1862,Running
2025-04-11 19:30,31.7,51.0,1745,Eating
2025-04-11 19:40,27.5,54.4,1996,Eating
2025-04-11 19:50,27.0,58.9,700,Running
2025-04-11 20:00,26.1,63.4,1312,Running
2025-04-11 20:10,28.5,57.1,1842,Running
2025-04-11 20:20,28.5,63.9,1379,Running
2025-04-11 20:30,29.2,58.4,1990,Running
2025-04-11 20:40,31.4,62.9,1757,Running
2025-04-11 20:50,27.3,59.9,1976,Running
2025-04-11 21:00,25.4,57.9,1181,Idle
2025-04-11 21:10,27.4,58.2,1931,Sleeping
2025-04-11 21:20,28.7,61.6,2087,Sleeping
2025-04-11 21:30,29.4,61.5,1594,Sleeping
2025-04-11 21:40,27.8,59.0,1202,Sleeping
2025-04-11 21:50,28.3,61.3,1901,Sleeping
2025-04-11 22:00,27.9,53.8,1214,Idle
2025-04-11 22:10,27.7,59.4,700,Sleeping
2025-04-11 22:20,25.3,55.2,1511,Sleeping
2025-04-11 22:30,26.6,61.9,1474,Sleeping
2025-04-11 22:40,27.5,54.9,1033,Idle
2025-04-11 22:50,26.6,59.5,700,Sleeping
2025-04-11 23:00,26.4,57.7,2156,Sleeping
2025-04-11 23:10,29.0,60.1,2493,Idle
2025-04-11 23:20,31.1,56.9,1300,Sleeping
2025-04-11 23:30,28.3,65.9,700,Idle
2025-04-11 23:40,31.2,59.7,1249,Sleeping
2025-04-11 23:50,29.2,60.3,1487,Sleeping
2025-04-12 00:00,31.8,59.7,2101,Sleeping
2025-04-12 00:10,31.3,61.1,1530,Sleeping
2025-04-12 00:20,28.6,65.0,1097,Sleeping
2025-04-12 00:30,26.6,66.7,1675,Sleeping
2025-04-12 00:40,25.0,64.3,974,Idle
2025-04-12 00:50,30.3,59.4,1324,Sleeping
2025-04-12 01:00,27.9,58.4,1384,Sleeping
2025-04-12 01:10,26.4,59.5,2377,Grooming
